,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps
0,group,1.8345286601118163,1,16,1.8345286601118163,7.265975040600947,0.01591647192383881,0.3123004743158733,
1,electrode_pairs,11.235071756059588,20,320,0.5617535878029793,9.518411819397182,1.40427373823254e-22,0.37300173250444996,0.18473553352682948
2,Interaction,1.0525587857502856,20,320,0.05262793928751428,0.8917333333000147,0.5980399646409481,0.05279110886400686,
