,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps
0,group,1.3660771296296497e-16,1,16,1.3660771296296497e-16,2.0995363910443605,0.16665956991585568,0.11599945687466393,
1,electrode,1.0652009938221732e-16,6,96,1.775334989703622e-17,1.079081948116127,0.38048401991401787,0.06318149601917876,0.16681828000459495
2,Interaction,2.0885763808329957e-16,6,96,3.4809606347216595e-17,2.1157932473679644,0.058347624355534006,0.11679274644378972,
