,electrode,p-val,U-val,reject,p_corr
0,EEG F7-O1,0.44580909286791637,34.0,False,0.5201106083459025
1,EEG F8-F7,0.020739064856711918,14.0,False,0.14517345399698345
2,EEG F8-O2,0.14538892480068952,24.0,False,0.2544306184012067
3,EEG Fp1-F7,0.0623249299719888,19.0,False,0.14542483660130723
4,EEG Fp1-F8,0.05122818358112476,18.0,False,0.14542483660130723
5,EEG Fp1-O1,0.5541909071320835,37.0,False,0.5541909071320835
6,EEG Fp1-O2,0.30823098470157295,30.0,False,0.43152337858220213
