,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps
0,group,1.0874132650499028e-15,1,27,1.0874132650499028e-15,0.19414147394493506,0.6629995435434979,0.007139091856639217,
1,electrode,3.894695914401791e-15,6,162,6.491159857336318e-16,0.9276651354607408,0.47668289052190305,0.03321670934398493,0.16923562888152727
2,Interaction,6.2407820849584815e-16,6,162,1.0401303474930802e-16,0.14864718800808344,0.9891087863669449,0.005475307369044262,
