,electrode,F,p_unc,np2,df1,df2,reject,p_corr
0,EEG F7-O1,0.19756492042099152,0.6602361179471388,0.0072640665073898615,1,27,False,0.6962262698144582
1,EEG F8-F7,0.17019694060630888,0.683194407740377,0.006264104046737576,1,27,False,0.6962262698144582
2,EEG F8-O2,0.3344143910803456,0.5678638295457799,0.012234188971301699,1,27,False,0.6962262698144582
3,EEG Fp1-F7,0.15572180477688233,0.6962262698144582,0.0057344012395019375,1,27,False,0.6962262698144582
4,EEG Fp1-F8,0.17174894294693172,0.6818362828176823,0.006320864487139066,1,27,False,0.6962262698144582
5,EEG Fp1-O1,0.1683305082878105,0.6848373580363136,0.006195835560689332,1,27,False,0.6962262698144582
6,EEG Fp1-O2,0.16224026311336284,0.6902738767998173,0.005973007437596633,1,27,False,0.6962262698144582
