,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps
0,group,0.2852318748993023,1,27,0.2852318748993023,1.3269168462407082,0.2594525613045443,0.04684296753661014,
1,electrode_pairs,16.76913999997609,20,540,0.8384569999988045,13.58637722927195,2.24655325139023e-36,0.33475215470754316,0.16681281370625983
2,Interaction,1.6933397741395382,20,540,0.0846669887069769,1.3719459047287297,0.12953219831222887,0.04835572115270629,
