,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps
0,group,1.149678022993581e-13,1,27,1.149678022993581e-13,0.17524411820287608,0.6788039638653796,0.0064486676712313985,
1,electrode,4.622879893088792e-13,6,162,7.704799821814654e-14,0.9388304036145338,0.4688400882065562,0.03360306748893376,0.1674256261891661
2,Interaction,7.397028765177078e-14,6,162,1.232838127529513e-14,0.15022141309666354,0.988799134220281,0.005532971934593508,
