,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps
0,group,0.0037520254625420706,1,30,0.0037520254625420706,0.011176673486551185,0.9165084223534425,0.00037241703676434796,
1,electrode_pairs,11.24803707532929,20,600,0.5624018537664645,9.5374354248331,2.0739957371692723e-25,0.24122544424929307,0.1720559355985374
2,Interaction,0.6446925261983196,20,600,0.032234626309915984,0.5466476769511351,0.9463178141206234,0.017895504696039236,
