,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps
0,group,1.8224066984501464e-13,1,30,1.8224066984501464e-13,0.30865265071667647,0.5826278986218933,0.01018364802532316,
1,electrode,4.1903231387278454e-13,6,180,6.983871897879742e-14,0.9455391981752186,0.46383037325789434,0.030554943383600014,0.16742425131269237
2,Interaction,1.172259808203667e-13,6,180,1.9537663470061118e-14,0.26451840643450697,0.9527473214865778,0.008740215287161747,
