,Source,SS,DF1,DF2,MS,F,p-unc,np2,eps
0,group,0.04166428880561526,1,30,0.04166428880561526,0.21430056450923576,0.6467579597427714,0.007092686592287384,
1,electrode_pairs,18.286472567217313,20,600,0.9143236283608657,13.127572028954368,7.762652025853447e-36,0.30438931317860807,0.14033343273067855
2,Interaction,0.3984842529615378,20,600,0.019924212648076887,0.28606559925256764,0.9991644035984574,0.009445452672453681,
